,TransactionDate,ReportedDateTime,Company,Symbol,InsiderRelationship,SharesTraded,AveragePrice,TotalAmount,SharesOwned,Filing
155,2020-09-04Sale,2020-12-097:02 pm,Amplitude Healthcare Acquisition Corp,AMHC,GLAZER CAPITAL LLCGLAZER PAUL J10% Owner,12,$10.67,$128,"1,113,218(Indirect)",View
156,2020-12-07Sale,2020-12-097:04 pm,VAPOTHERM INC,VAPO,Arnerich Anthony L.Director10% Owner,"25,000",$27.89,"$697,132","1,990,811(IndirectDirect)",View
157,2020-12-08Sale,2020-12-097:05 pm,Adaptive Biotechnologies Corp,ADPT,Cohen Chad MCFO,"30,000",$51.24,"$1,537,238","1,000(Direct)",View
158,2020-12-07Sale,2020-12-097:05 pm,Adaptive Biotechnologies Corp,ADPT,BALDO LANCEChief Medical Officer,"6,250",$50.41,"$315,088",0(Direct),View
159,2020-12-07Sale,2020-12-097:09 pm,BALL Corp,BLL,HAYES JOHN ACEOChairman,"94,062",$94.68,"$8,906,040","658,840(IndirectDirect)",View
160,2020-12-07Sale,2020-12-097:20 pm,Morningstar Inc.,MORN,Mansueto Joseph DChairman10% Owner,"30,306",$201.16,"$6,096,452","19,383,278(IndirectDirect)",View
161,2020-12-07Sale,2020-12-097:20 pm,East Stone Acquisition Corp,ESSC,GLAZER CAPITAL LLCGLAZER PAUL J10% Owner,"10,000",$10,"$100,000","1,376,265(Indirect)",View
162,2020-12-08Sale,2020-12-097:22 pm,Inari Medical Inc.,NARI,Hill Mitch C.CFO,"5,000",$64.86,"$324,298","57,500(IndirectDirect)",View
163,2020-12-07Sale,2020-12-097:27 pm,Lemonade Inc.,LMND,Wininger ShaiDirector10% Owner,906,$99.52,"$90,165","3,919,253(IndirectDirect)",View
164,2020-12-08Sale,2020-12-097:29 pm,PROOFPOINT INC,PFPT,Knight DavidVP,"2,500",$114.6,"$286,493","11,721(Direct)",View
165,2020-12-07Sale,2020-12-097:31 pm,RingCentral Inc.,RNG,Marlow John HCAO,"1,248",$346.7,"$432,684","158,548(Direct)",View
166,2020-12-07Sale,2020-12-097:35 pm,Zymeworks Inc.,ZYME,Tehrani AliCEO,850,$56.16,"$47,736","55,511(IndirectDirect)",View
167,2020-12-09Sale,2020-12-097:37 pm,SHOTSPOTTER INC,SSTI,Clark Ralph A.CEO,"25,000",$33.01,"$825,226","484,562(Direct)",View
168,2020-12-08Sale,2020-12-097:37 pm,SEMTECH CORP,SMTC,Li Ye JaneDirector,"7,500",$71.01,"$532,612","5,199(Direct)",View
169,2020-12-07Sale,2020-12-097:37 pm,COASTAL FINANCIAL CORP,CCB,Skotdal Andrew PDirector,"3,835",$19.75,"$75,752","400,000(IndirectDirect)",View
170,2020-12-08Sale,2020-12-097:38 pm,SEMTECH CORP,SMTC,MAHESWARAN MOHANCEO,"15,000",$70.52,"$1,057,855","139,135(Direct)",View
171,2020-12-08Sale,2020-12-097:39 pm,CORVEL CORP,CRVL,CLEMONS V GORDONChairman,"1,346",$94.05,"$126,587","902,000(IndirectDirect)",View
172,2020-12-03Sale,2020-12-097:40 pm,TILE SHOP HOLDINGS Inc,TTSH,LIVINGSTON PHILIP BFormer Director,"23,250",$4.3649,"$101,483","24,333(Direct)",View
173,2020-12-07Sale,2020-12-097:43 pm,IGM Biosciences Inc.,IGMS,Chen Daniel ShinYuChief Medical Officer,"1,219",$91,"$110,929","116,473(Direct)",View
174,2020-12-07Sale,2020-12-097:47 pm,Alarm.com Holdings Inc.,ALRM,Kerzner DanielChief Product Officer,"13,750",$80.16,"$1,102,255","45,888(Direct)",View
175,2020-12-07Sale,2020-12-097:48 pm,Replimune Group Inc.,REPL,Dhingra KapilDirector,"40,000",$45.56,"$1,822,395",0(Direct),View
176,2020-12-08Sale,2020-12-097:48 pm,Sprout Social Inc.,SPT,Howard Justyn RussellCEO10% Owner,"20,000",$49.27,"$985,405",0(Indirect),View
177,2020-12-09Sale,2020-12-097:49 pm,Ares Management Corp,ARES,Arougheti Michael JCEO,"87,387",$48.29,"$4,219,918","752,812(IndirectDirect)",View
178,2020-12-08Sale,2020-12-097:50 pm,Replimune Group Inc.,REPL,SLATTERY JOSEPH PDirector,"5,200",$46,"$239,200","6,667(Direct)",View
179,2020-12-07Sale,2020-12-097:52 pm,PTC THERAPEUTICS Inc,PTCT,Peltz Stuart WalterCEO,"20,017",$61.42,"$1,229,484","56,085(Direct)",View
180,2020-12-07Sale,2020-12-097:54 pm,CRISPR Therapeutics AG,CRSP,Bolzon Bradley J PhDDirector,"171,004",$154.53,"$26,424,505","347,186(IndirectDirect)",View
181,2020-12-07Sale,2020-12-097:54 pm,Replimune Group Inc.,REPL,Rhodes Jason PDirector,"217,362",$45.92,"$9,981,231","29,748(Indirect)",View
182,2020-12-07Sale,2020-12-097:54 pm,PTC THERAPEUTICS Inc,PTCT,Peltz Stuart WalterCEO,"348,417",$61,"$21,254,766","56,085(Direct)",View
183,2020-12-07Sale,2020-12-097:57 pm,Ares Management Corp,ARES,KAPLAN DAVID BChairman,"9,899",$47.05,"$465,748",0(Indirect),View
184,2020-12-07Sale,2020-12-098:00 pm,GW PHARMACEUTICALS PLC,GWPH,Snyder Douglas B.Chief Legal Officer,"26,904",$11.01,"$296,290",0(Direct),View
185,2020-12-07Sale,2020-12-098:08 pm,Seagen Inc.,SGEN,HIMES VAUGHN BCTO,"8,000",$181.76,"$1,454,041","191,590(IndirectDirect)",View
186,2020-12-08Sale,2020-12-098:10 pm,Wayfair Inc.,W,FLEISHER MICHAEL DCFO,"1,500",$240.41,"$360,615","93,530(Direct)",View
187,2020-12-07Sale,2020-12-098:10 pm,SolarWinds Corp,SWI,THOMA BRAVO SPECIAL OPPORTUNITIES FUND II L.P.THOMA BRAVO SPECIAL OPPORTUNITIES FUND II-A L.P.10% Owner,"5,839,157",$21.97,"$128,286,275","100,181,288(Indirect)",View
188,2020-12-07Sale,2020-12-098:11 pm,KKR Real Estate Finance Trust Inc.,KREF,KKR Group Partnership L.P.ROBERTS GEORGE RKRAVIS HENRY RKKR Management LLPKKR & Co. Inc.KKR Group Holdings Corp.10% Owner,"56,802",$18.57,"$1,054,684","1,455,584(Indirect)",View
189,2020-12-07Sale,2020-12-098:13 pm,SolarWinds Corp,SWI,THOMA BRAVO UGP LLCTHOMA BRAVO PARTNERS XI L.P.THOMA BRAVO FUND XI L.P.THOMA BRAVO FUND XI-A L.P.THOMA BRAVO EXECUTIVE FUND XI L.P.THOMA BRAVO PARTNERS XII L.P.THOMA BRAVO FUND XII L.P.THOMA BRAVO FUND XII-A L.P.THOMA BRAVO EXECUTIVE FUND XII L.P.Thoma Bravo Executive Fund XII-a L.P.10% Owner,"5,839,157",$21.97,"$128,286,275","100,181,288(Indirect)",View
190,2020-12-07Sale,2020-12-098:13 pm,KKR Real Estate Finance Trust Inc.,KREF,Tactical Value SPN-KREF Holdings L.P.Tactical Value SPN-SPV GP LLCKKR Tactical Value SPN L.P.KKR Associates TV SPN L.P.KKR TV SPN GP Ltd10% Owner,"56,802",$18.57,"$1,054,684","1,455,584(Indirect)",View
191,2020-12-07Sale,2020-12-098:14 pm,IONIS PHARMACEUTICALS INC,IONS,CROOKE STANLEY TChairman,"11,000",$51.67,"$568,350","639,391(IndirectDirect)",View
192,2020-12-07Sale,2020-12-098:20 pm,WW INTERNATIONAL Inc,WW,WINFREY OPRAHDirector10% Owner,"962,342",$30.83,"$29,664,444",0(IndirectDirect),View
193,2020-12-07Sale,2020-12-098:26 pm,LITHIA MOTORS INC,LAD,Holzshu ChrisVP,"12,647",$293.28,"$3,709,069","51,016(IndirectDirect)",View
194,2020-12-07Sale,2020-12-098:27 pm,LITHIA MOTORS INC,LAD,Hillier ScottVP,"4,856",$290.91,"$1,412,654","62,756(Direct)",View
195,2020-12-07Sale,2020-12-098:27 pm,LITHIA MOTORS INC,LAD,Miller TinaVP,900,$295,"$265,500","6,617(Direct)",View
196,2020-12-08Sale,2020-12-098:36 pm,SCIENTIFIC INDUSTRIES INC,SCND,Frampton MarcusDirector,400,$7.75,"$3,100","75,960(IndirectDirect)",View
197,2020-12-07Sale,2020-12-098:44 pm,LANCASTER COLONY CORP,LANC,GERLACH JOHN B JRChairman,"4,872",$168.5,"$820,932",0(IndirectDirect),View
198,2020-12-07Sale,2020-12-098:50 pm,Lemonade Inc.,LMND,Eisenberg Michael ADirector,"20,000",$93.14,"$1,862,843","33,313(IndirectDirect)",View
199,2020-12-07Sale,2020-12-098:53 pm,VARIAN MEDICAL SYSTEMS INC,VAR,WILSON DOW RCEO,"157,515",$174.35,"$27,463,094","121,445(Direct)",View
200,2020-12-08Sale,2020-12-099:04 pm,MITEK SYSTEMS INC,MITK,Diamond Michael EGeneral Manager,"43,368",$13.23,"$573,975","192,517(Direct)",View
201,2020-12-07Sale,2020-12-099:31 pm,Facebook Inc,FB,Zuckerberg MarkCEO10% Owner,"54,679",$285.66,"$15,619,510",0(Indirect),View
202,2020-12-07Sale,2020-12-099:31 pm,AdaptHealth Corp.,AHCO,Rietkerk ShawCOO,"12,000",$34.91,"$418,920","200,224(Direct)",View
203,2020-12-08Sale,2020-12-099:34 pm,Facebook Inc,FB,Zuckerberg MarkCEO10% Owner,"56,250",$283.74,"$15,960,540","82,809(Indirect)",View
204,2020-12-07Sale,2020-12-099:36 pm,Tesla Inc.,TSLA,DENHOLM ROBYN MDirector,"43,610",$609.55,"$26,582,464","5,000(Direct)",View
205,2020-12-07Sale,2020-12-099:55 pm,Applied Therapeutics Inc.,APLT,Perfetti RiccardoChief Medical Officer,"1,395",$20.31,"$28,332",0(Direct),View
206,2020-12-09Sale,2020-12-099:56 pm,Facebook Inc,FB,Zuckerberg MarkCEO10% Owner,"50,000",$281.04,"$14,051,780","3,679,910(Indirect)",View
207,2020-12-09Sale,2020-12-099:57 pm,Facebook Inc,FB,Zuckerberg MarkCEO10% Owner,"6,250",$281.1,"$1,756,851","76,559(Indirect)",View
208,2020-12-08Sale,2020-12-1008:50 am,ENTERPRISE FINANCIAL SERVICES CORP,EFSC,Deutsch James F.Director,"38,957",$35.05,"$1,365,443","722,211(IndirectDirect)",View
209,2020-12-08Sale,2020-12-1009:06 am,AFLAC INC,AFL,RIMER BARBARA KDirector,100,$45.33,"$4,533","29,414(Direct)",View
210,2020-12-09Sale,2020-12-1009:14 am,CHASE CORP,CCF,CHASE PETER RChairman,"1,000",$116.46,"$116,460","293,413(IndirectDirect)",View
211,2020-12-08Sale,2020-12-1009:20 am,PERDOCEO EDUCATION Corp,PRDO,NELSON TODD SCEO,"17,439",$12.33,"$214,968","963,890(Direct)",View
212,2020-11-24Sale,2020-12-1009:24 am,Altabancorp,ALTA,Anderson Robert BrentDirector,"8,789",$27.5,"$241,698","23,624(Direct)",View
213,2020-12-08Sale,2020-12-1010:07 am,MetroCity Bankshares Inc.,MCBS,Tan FaridCFO,"15,300",$14.39,"$220,152","828,602(Direct)",View
214,2020-12-09Sale,2020-12-1010:13 am,KROGER CO,KR,Clark Robert WVP,"32,500",$31.1,"$1,010,750","160,981(Direct)",View
215,2020-12-08Sale,2020-12-1010:25 am,UNITED FIRE GROUP INC,UFCS,RAMLO RANDY A.CEO,"15,749",$23.72,"$373,566","69,870(Direct)",View
216,2020-12-08Sale,2020-12-1012:35 pm,HUNT J B TRANSPORT SERVICES INC,JBHT,George Gary CharlesDirector,"8,906",$139.69,"$1,244,102","31,693(IndirectDirect)",View
217,2020-12-09Sale,2020-12-1012:36 pm,Titan Machinery Inc.,TITN,Kalvoda Mark P.CFO,"12,000",$19.82,"$237,840","174,801(Direct)",View
218,2020-12-08Sale,2020-12-1012:38 pm,HIGH INCOME SECURITIES FUND,PCF,GOLDSTEIN PHILLIPDirector,"5,000",$8.66,"$43,300","39,481(Direct)",View
219,2020-12-09Sale,2020-12-1012:57 pm,HESKA CORP,HSKA,Wisnewski NancyCOO,500,$140.38,"$70,191","45,874(Direct)",View
220,2020-12-08Sale,2020-12-101:07 pm,LATTICE SEMICONDUCTOR CORP,LSCC,Douglass StephenVP,"2,036",$43.67,"$88,911","63,274(Direct)",View
221,2020-12-09Sale,2020-12-101:14 pm,ARTESIAN RESOURCES CORP,ARTNA,BIEDERMAN KENNETH RDirector,"3,375",$38.78,"$130,892","20,875(Direct)",View
222,2020-12-08Sale,2020-12-101:17 pm,NETGEAR Inc,NTGR,Cormack HeidiVP,"2,170",$34.99,"$75,928","37,931(Direct)",View
223,2020-12-08Sale,2020-12-101:28 pm,MOTORCAR PARTS AMERICA INC,MPAA,Mochulsky Richard KVP,"1,000",$24.56,"$24,564","6,759(Direct)",View
224,2020-12-08Sale,2020-12-101:36 pm,SolarWinds Corp,SWI,Lexington Co-Investment Holdings III L.P.Lexington Partners Advisors Holdings GP L.L.C.Lexington Partners Advisors Holdings L.P.Lexington Partners Advisors GP L.L.C.Lexington Partners L.P.CIP Partners GP III LLCCIP Partners III L.P.Nicklas Brent RSee Remarks,"144,534",$21.97,"$3,175,412","2,479,734(Direct)",View
225,2020-12-09Sale,2020-12-102:06 pm,Northwest Bancshares Inc.,NWBI,Meegan John PDirector,"6,000",$12.56,"$75,331","62,050(IndirectDirect)",View
226,2020-12-09Sale,2020-12-102:40 pm,HALLIBURTON CO,HAL,Carre EricVP,"49,664",$19.91,"$989,058","178,856(Direct)",View
227,2020-12-09Sale,2020-12-102:50 pm,OOMA INC,OOMA,Narula RaviCFO,767,$17.03,"$13,065","234,662(Direct)",View
228,2020-12-08Sale,2020-12-102:52 pm,Johnson Controls International plc,JCI,Stief Brian JVice Chairman,"36,618",$45.69,"$1,673,077","18,103(Direct)",View
229,2020-12-08Sale,2020-12-102:52 pm,SEI INVESTMENTS CO,SEIC,MCCARTHY KATHRYNDirector,"9,500",$56.35,"$535,325","71,700(Direct)",View
230,2020-12-08Sale,2020-12-102:55 pm,Johnson Controls International plc,JCI,Williams Jeffrey MVP,"25,128",$45.63,"$1,146,576","73,973(Direct)",View
231,2020-12-08Sale,2020-12-102:56 pm,SOUTHERN FIRST BANCSHARES INC,SFST,Dowling Michael DCFO,"3,000",$35.03,"$105,100","42,150(Direct)",View
232,2020-12-09Sale,2020-12-103:10 pm,Zumiez Inc,ZUMZ,Visser Chris K.Chief Legal Officer & Sec.,"17,222",$37.5,"$645,825","30,320(Direct)",View
233,2020-12-08Sale,2020-12-103:13 pm,INTUITIVE SURGICAL INC,ISRG,GUTHART GARY SCEO,"16,914",$760.6,"$12,864,811","11,600(IndirectDirect)",View
234,2020-12-08Sale,2020-12-103:14 pm,FMC CORP,FMC,CORDEIRO EDUARDO EDirector,"5,625",$118.86,"$668,614","19,734(Direct)",View
235,2020-03-12Sale,2020-12-103:15 pm,SINCLAIR BROADCAST GROUP INC,SBGI,Friedman Howard EDirector,"4,000",$20.25,"$80,997","25,285(Direct)",View
236,2020-12-09Sale,2020-12-103:20 pm,APTARGROUP INC,ATR,Prieur MarcPresident,"4,026",$129.03,"$519,481","9,901(Direct)",View
237,2020-12-09Sale,2020-12-103:23 pm,MAXIMUS Inc,MMS,Romeo Thomas D.Group General Manager,"5,529",$72.44,"$400,507","10,705(Direct)",View
238,2020-12-09Sale,2020-12-103:34 pm,COGENT COMMUNICATIONS HOLDINGS Inc,CCOI,FERGUSON Lewis HDirector,950,$57.01,"$54,156","9,450(Direct)",View
